name,profile_url,place_of_birth,longitude,latitude,popularity
Suzy Amis,https://www.themoviedb.org/person/2179,Oklahoma City Oklahoma USA,-97.5170536,35.4729886,237.78614375621507
Steve Harris,https://www.themoviedb.org/person/2202,Chicago Illinois USA,-87.6244212,41.8755616,209.58622140060785
Neal McDonough,https://www.themoviedb.org/person/2203,Dorchester Massachusetts USA,-71.0744952,42.2973205,570.6743479946051
Jessica Capshaw,https://www.themoviedb.org/person/2205,Columbia Missouri USA,-92.3337366,38.951883,46.67392921189146
Lois Smith,https://www.themoviedb.org/person/2207,Topeka Kansas USA,-95.677556,39.049011,923.6586579974962
Kathryn Morris,https://www.themoviedb.org/person/2208,Cincinnati Ohio USA,-84.5124602,39.1014537,281.40179777500043
Tobey Maguire,https://www.themoviedb.org/person/2219,Santa Monica California USA,-118.4912273,34.0194704,9574.22465708534
Leland Orser,https://www.themoviedb.org/person/2221,San Francisco California USA,-122.419906,37.7790262,1322.8324266198279
Beau Bridges,https://www.themoviedb.org/person/2222,Hollywood California USA,-118.329523,34.0980031,320.78107751570315
Fred Savage,https://www.themoviedb.org/person/2223,Chicago Illinois USA ,-87.6244212,41.8755616,307.4081714102075
Christian Slater,https://www.themoviedb.org/person/2224,New York City New York USA,-74.0060152,40.7127281,1325.085799608983
Todd Holland,https://www.themoviedb.org/person/2225,Kittanning Pennsylvania USA,-79.5219893,40.8164531,38.55917920705586
Nicole Kidman,https://www.themoviedb.org/person/2227,Honolulu Hawaii USA,-157.717299,21.2890997,2653.6607697787754
Sean Penn,https://www.themoviedb.org/person/2228,Santa Monica California USA,-118.4912273,34.0194704,1799.7518397779643
Catherine Keener,https://www.themoviedb.org/person/2229,Miami Florida USA,-80.19362,25.7741728,2887.7245548233477
Pam Grier,https://www.themoviedb.org/person/2230,Winston-Salem North Carolina USA,-80.2440518,36.0998131,1068.5556886459947
Samuel L. Jackson,https://www.themoviedb.org/person/2231,Washington D.C. USA,-77.0365427,38.8950368,7670.092614775832
Michael Keaton,https://www.themoviedb.org/person/2232,Coraopolis Pennsylvania USA,-80.1667247,40.5184013,3099.5556284181685
Bridget Fonda,https://www.themoviedb.org/person/2233,Los Angeles California USA,-118.242766,34.0536909,472.1755918864409
Michael Bowen,https://www.themoviedb.org/person/2234,Houston Texas USA,-95.3676974,29.7589382,670.4788464428941
Michael Wright,https://www.themoviedb.org/person/2248,New York City New York USA,-74.0060152,40.7127281,8.48350238573558
Clyde Kusatsu,https://www.themoviedb.org/person/2249,Honolulu Hawaii USA,-157.717299,21.2890997,172.96605638170894
Curtiss Cook,https://www.themoviedb.org/person/2254,Dayton Ohio USA,-84.1916069,39.7589478,147.87161649283277
Robert Clohessy,https://www.themoviedb.org/person/2256,Bronx New York USA,-73.8785937,40.8466508,798.1496783682148
Stephi Lineburg,https://www.themoviedb.org/person/2266,Dover New Jersey USA,-74.5621025,40.883988,12.007931853600677
Caitlin Clarke,https://www.themoviedb.org/person/2275,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,34.13121140115031
Loyd Catlett,https://www.themoviedb.org/person/2277,Lubbock Texas USA,-101.879336,33.5635206,29.49730447152646
Stanley Tucci,https://www.themoviedb.org/person/2283,Peekskill New York USA,-73.9204922,41.289811,1221.8198021528133
Mickey Rourke,https://www.themoviedb.org/person/2295,Schenectady New York USA,-73.9395687,42.8142432,414.380826018744
Josh Hartnett,https://www.themoviedb.org/person/2299,Saint Paul Minnesota USA,-93.0931028,44.9497487,1394.1155414998464
Peter Falk,https://www.themoviedb.org/person/2314,New York City New York USA,-74.0060152,40.7127281,123.81175692543344
Elya Baskin,https://www.themoviedb.org/person/2368,Riga Latvian Soviet Socialist Republic U.S.S.R.,0.0,0.0,392.24609238929145
Ron Perlman,https://www.themoviedb.org/person/2372,New York City New York USA,-74.0060152,40.7127281,2239.0366014206916
Dwight Weist,https://www.themoviedb.org/person/2374,Palo Alto California USA,-122.1598465,37.4443293,24.41654761170968
Jonathan Frakes,https://www.themoviedb.org/person/2388,Bellefonte Pennsylvania USA,-77.7737471,40.9134862,176.40203476529197
Michael Dorn,https://www.themoviedb.org/person/2391,Luling - Texas - USA,-97.6473265,29.680314,622.6151296980153
Gates McFadden,https://www.themoviedb.org/person/2392,Cuyahoga Falls Ohio USA,-81.4848086,41.1348213,132.27595506490383
Alan Ruck,https://www.themoviedb.org/person/2394,Cleveland Ohio USA,-81.6936813,41.4996562,161.93395397277777
Whoopi Goldberg,https://www.themoviedb.org/person/2395,New York City New York USA,-74.0060152,40.7127281,1441.4250501979407
Miriam Hopkins,https://www.themoviedb.org/person/2433,Savannah Georgia USA,-81.0911768,32.0809263,15.95811101292336
Kay Francis,https://www.themoviedb.org/person/2434,Oklahoma City Oklahoma USA,-97.5170536,35.4729886,25.054097648163243
Charles Ruggles,https://www.themoviedb.org/person/2436,Los Angeles California USA ,-118.242766,34.0536909,11.986324854650858
Edward Everett Horton,https://www.themoviedb.org/person/2437,Brooklyn New York City New York USA,-73.9497211,40.6526006,32.09147538466496
Mary Steenburgen,https://www.themoviedb.org/person/2453,Newport Arkansas USA,-91.2688024,35.608376,577.9657063748372
Matt Clark,https://www.themoviedb.org/person/2454,Washington D.C.  United States,-77.0365427,38.8950368,128.57688986010092
Mel Gibson,https://www.themoviedb.org/person/2461,Peekskill New York USA,-73.9204922,41.289811,5529.885989333475
Patrick McGoohan,https://www.themoviedb.org/person/2463,New York City New York USA,-74.0060152,40.7127281,269.3078428171601
Carole Lombard,https://www.themoviedb.org/person/2491,Fort Wayne Indiana USA,-85.1386015,41.0799898,16.102364900133104
Jack Benny,https://www.themoviedb.org/person/2492,Chicago Illinois United States,-87.6244212,41.8755616,7.427639063820314
Robert Stack,https://www.themoviedb.org/person/2493,Los Angeles California USA,-118.242766,34.0536909,89.72376778559993
Charles Halton,https://www.themoviedb.org/person/2502,Washington District of Columbia USA,-77.0365427,38.8950368,41.78769724014273
James Cromwell,https://www.themoviedb.org/person/2505,Los Angeles California USA,-118.242766,34.0536909,649.4116705518635
Anthony Zerbe,https://www.themoviedb.org/person/2516,Long Beach California USA,-118.191604,33.7690164,178.827821661992
Donna Murphy,https://www.themoviedb.org/person/2517,Corona New York USA,-73.8601456,40.7469593,187.5886570948875
Gregg Henry,https://www.themoviedb.org/person/2518,Lakewood Colorado USA,-105.0846694,39.7085736,428.68600100267076
Shannon Cochran,https://www.themoviedb.org/person/2525,Greensboro - North Carolina - USA,-79.7919754,36.0726355,33.66054458087545
Vivica A. Fox,https://www.themoviedb.org/person/2535,South Bend Indiana USA,-86.2500066,41.6833813,497.9748743483791
Michael Parks,https://www.themoviedb.org/person/2536,Corona California USA,-117.5664449,33.8752945,708.7360766515121
Bruce Boxleitner,https://www.themoviedb.org/person/2547,Elgin Illinois USA,-88.2810994,42.03726,193.56967818145512
Cindy Morgan,https://www.themoviedb.org/person/2548,Chicago Illinois U.S.,-87.6297412,41.8872214,112.44559361951211
Barnard Hughes,https://www.themoviedb.org/person/2549,Bedford Hills New York USA,-73.6945751,41.2367613,249.78969989906454
Dan Shor,https://www.themoviedb.org/person/2550,New York City New York USA,-74.0060152,40.7127281,32.2724377331987
David Proval,https://www.themoviedb.org/person/2555,Brooklyn New York U.S.,-74.00358170193994,40.659732399999996,184.67663213802717
Richard Romanus,https://www.themoviedb.org/person/2557,Barre Vermont USA,-72.502213,44.197467,171.16647516638795
Victor Argo,https://www.themoviedb.org/person/2561,Brooklyn New York USA,-73.9497211,40.6526006,177.59586910666525
George Memmoli,https://www.themoviedb.org/person/2563,New York City New York U.S.,0.0,0.0,55.446034227280464
Jeannie Bell,https://www.themoviedb.org/person/2575,St. Louis Missouri USA,-90.1995853,38.6264256,3.489477729301641
William Tubbs,https://www.themoviedb.org/person/2576,Milwaukee Wisconsin USA,-87.922497,43.0349931,9.016646379602378
Chris Rock,https://www.themoviedb.org/person/2632,Andrews South Carolina USA,-79.5608971,33.451278,506.1573422405495
Eva Marie Saint,https://www.themoviedb.org/person/2639,Newark New Jersey USA,-74.1723667,40.735657,54.719546082819704
Jessie Royce Landis,https://www.themoviedb.org/person/2640,Chicago Illinois USA,-87.6244212,41.8755616,29.360439533590746
Martin Landau,https://www.themoviedb.org/person/2641,Brooklyn New York USA,-73.9497211,40.6526006,894.5426691069937
Josephine Hutchinson,https://www.themoviedb.org/person/2643,Seattle Washington USA,-122.3300624,47.6038321,23.179335767577072
Adam Williams,https://www.themoviedb.org/person/2645,Manhattan New York City New York USA,-73.9598939,40.7896239,24.25978219716608
Edward Platt,https://www.themoviedb.org/person/2646,Staten Island New York USA,-74.1496048,40.5834557,106.43821721774087
Robert Ellenstein,https://www.themoviedb.org/person/2647,Newark New Jersey USA,-74.1723667,40.735657,29.0754615622453
Edward Binns,https://www.themoviedb.org/person/2651,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,79.6391903284586
Ken Lynch,https://www.themoviedb.org/person/2652,Cleveland Ohio USA,-81.6936813,41.4996562,30.22567764697741
Sol Gorss,https://www.themoviedb.org/person/2659,Cincinnati Ohio USA,-84.5124602,39.1014537,28.700892117159192
Josephine Hull,https://www.themoviedb.org/person/2667,Newtonville Massachusetts U.S.,-71.2036659,42.3500968,92.56806415100102
Priscilla Lane,https://www.themoviedb.org/person/2670,Indianola Iowa USA,-93.5613292,41.3604966,32.151586831728096
John Alexander,https://www.themoviedb.org/person/2671,Newport Kentucky USA,-84.4919524,39.0889469,7.062412564204668
John Ridgely,https://www.themoviedb.org/person/2673,Chicago Illinois USA,-87.6244212,41.8755616,16.091744142462783
Edward McNamara,https://www.themoviedb.org/person/2674,Paterson New Jersey USA,-74.171811,40.9167654,24.563559169230437
Donnie Wahlberg,https://www.themoviedb.org/person/2680,Dorchester Boston Massachusetts USA,-71.0744952,42.2973205,165.1485741239565
Franky G,https://www.themoviedb.org/person/2682,Brooklyn - New York City - New York - USA,-73.9497211,40.6526006,90.56304839974565
Glenn Plummer,https://www.themoviedb.org/person/2683,Richmond California USA,-122.347748,37.9357576,159.40002666626614
Beverley Mitchell,https://www.themoviedb.org/person/2685,Arcadia California USA,-118.0401497,34.1362075,25.024102083327733
Robert Sean Leonard,https://www.themoviedb.org/person/2692,Westwood New Jersey USA,-74.0326395,40.9912087,1630.5072362983276
Josh Charles,https://www.themoviedb.org/person/2694,Baltimore Maryland USA,-76.610759,39.2908816,555.9668573587577
Allelon Ruggiero,https://www.themoviedb.org/person/2696,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,246.0874375587578
Norman Lloyd,https://www.themoviedb.org/person/2698,Jersey City New Jersey USA,-74.047455,40.7215682,905.1952453100048
George Martin,https://www.themoviedb.org/person/2701,New York City New York USA,-74.0060152,40.7127281,168.54508010988238
Michael Biehn,https://www.themoviedb.org/person/2712,Anniston Alabama USA,-85.8283224,33.6624824,776.527574129192
Linda Hamilton,https://www.themoviedb.org/person/2713,Salisbury Maryland USA,-75.6009964,38.366027,2388.8264623590744
Lance Henriksen,https://www.themoviedb.org/person/2714,New York City New York USA,-74.0060152,40.7127281,897.7721347387773
Bess Motta,https://www.themoviedb.org/person/2715,Woodland Hills California USA,-118.6058382,34.1684364,63.932758830181506
Earl Boen,https://www.themoviedb.org/person/2716,New York City New York USA,-74.0060152,40.7127281,619.7137286773238
Rick Rossovich,https://www.themoviedb.org/person/2717,Palo Alto California USA,-122.1598465,37.4443293,102.84259544718988
Brian Thompson,https://www.themoviedb.org/person/2719,Ellensburg Washington USA,-120.545122,46.9970635,106.05654221082652
James Dean,https://www.themoviedb.org/person/2749,Marion Indiana USA,-85.6591442,40.5583739,271.96327880477907
Julie Harris,https://www.themoviedb.org/person/2750,Grosse Pointe Park Michigan USA,-82.9313655,42.3816896,14.535292382803107
Richard Davalos,https://www.themoviedb.org/person/2751,New York City New York USA,-74.0060152,40.7127281,18.27237830470207
Jo Van Fleet,https://www.themoviedb.org/person/2752,Oakland California USA,-122.2713563,37.8044557,43.65128595038203
Burl Ives,https://www.themoviedb.org/person/2753,Hunt City Illinois USA,-88.0233681,39.0511526,15.614716258258122
Albert Dekker,https://www.themoviedb.org/person/2755,Brooklyn New York USA,-73.9497211,40.6526006,17.874718210424078
Timothy Carey,https://www.themoviedb.org/person/2758, Brooklyn New York USA,-73.9497211,40.6526006,31.160842731527772
Natalie Wood,https://www.themoviedb.org/person/2769,San Francisco California USA,-122.419906,37.7790262,157.66696444089507
Sal Mineo,https://www.themoviedb.org/person/2770,The Bronx New York United States,-73.8665241,40.8506558,22.2600596011089
Jim Backus,https://www.themoviedb.org/person/2771,Cleveland Ohio USA,-81.6936813,41.4996562,19.202229450390135
Ann Doran,https://www.themoviedb.org/person/2772,Amarillo Texas USA,-101.8338246,35.2072185,30.972836467969938
William Hopper,https://www.themoviedb.org/person/2776,New York City New York USA,-74.0060152,40.7127281,138.6184711537384
Rochelle Hudson,https://www.themoviedb.org/person/2777,Oklahoma City Oklahoma USA,-97.5170536,35.4729886,71.47952880260964
Dennis Hopper,https://www.themoviedb.org/person/2778,Dodge City Kansas USA,-100.0170787,37.7527982,321.71638747828945
Virginia Brissac,https://www.themoviedb.org/person/2780,San Jose California USA,-121.890583,37.3361905,23.42768502726945
Ian Wolfe,https://www.themoviedb.org/person/2782,Canton Illinois USA,-90.0351167,40.5580945,110.06170198678451
Robert Foulk,https://www.themoviedb.org/person/2784,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,44.296456283800225
Nick Adams,https://www.themoviedb.org/person/2787,Nanticoke Pennsylvania U.S.,-76.002819,41.203356,5.270715976308259
Jack Grinnage,https://www.themoviedb.org/person/2788,Los Angeles California USA,-118.242766,34.0536909,20.933768456617933
Marietta Canty,https://www.themoviedb.org/person/2790,Hartford Connecticut U.S.,-72.1355446,41.3714607,17.085463734994825
Chloë Sevigny,https://www.themoviedb.org/person/2838,Springfield Massachusetts USA,-72.5886727,42.1018764,484.7323335722199
Brendan Sexton III,https://www.themoviedb.org/person/2839,Staten Island New York USA,-74.1496048,40.5834557,162.45081552865457
Alison Folland,https://www.themoviedb.org/person/2841, Boston Massachusetts United States,-71.060511,42.3554334,117.92565615160643
Jeannetta Arnette,https://www.themoviedb.org/person/2842,Washington D.C. USA,-77.0365427,38.8950368,35.89660555813419
Cheyenne Rushing,https://www.themoviedb.org/person/2845,Temple Texas USA,-97.3427847,31.098207,13.160900968693554
Lou Perryman,https://www.themoviedb.org/person/2851,Cooke County Texas USA,-97.2055298,33.582486,43.17766294029323
Shana McClendon,https://www.themoviedb.org/person/2856,Dallas - Texas - USA,-96.7968559,32.7762719,24.677849521952453
Libby Villari,https://www.themoviedb.org/person/2857,North Carolina - USA,-79.0392919,35.6729639,65.21826669264316
Gail Cronauer,https://www.themoviedb.org/person/2859,Dallas Texas USA,-96.7968559,32.7762719,22.338009689324004
Matt Dillon,https://www.themoviedb.org/person/2876,New Rochelle New York USA,-73.7826363,40.9115386,304.7773760267697
Ralph Macchio,https://www.themoviedb.org/person/2877,Huntington Long Island New York USA,-73.42503311724468,40.7638805,53.669935264344794
C. Thomas Howell,https://www.themoviedb.org/person/2878,Los Angeles California USA,-118.242766,34.0536909,184.026314466054
Rob Lowe,https://www.themoviedb.org/person/2879,Charlottesville Virginia USA,-78.4766781,38.029306,238.75211414767455
Emilio Estevez,https://www.themoviedb.org/person/2880,New York City New York USA,-74.0060152,40.7127281,293.45439389867613
Diane Lane,https://www.themoviedb.org/person/2882,New York City New York USA,-74.0060152,40.7127281,1656.0192716878232
Leif Garrett,https://www.themoviedb.org/person/2883,Hollywood California USA,-118.329523,34.0980031,8.282216537357721
Darren Dalton,https://www.themoviedb.org/person/2884,Powell Wyoming USA,-108.75902,44.752873,9.326401624194801
Gailard Sartain,https://www.themoviedb.org/person/2886,Tulsa Oklahoma USA,-95.9224992,36.13334,53.43192527278837
Tom Waits,https://www.themoviedb.org/person/2887,Pomona California USA,-117.7517496,34.0553813,186.10205960291188
Will Smith,https://www.themoviedb.org/person/2888,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,12961.117224088594
Gavin Gordon,https://www.themoviedb.org/person/2927,Chicora Mississippi USA,-88.5753078,31.5637746,33.97597451058308
Lucien Prival,https://www.themoviedb.org/person/2931,New York City New York USA,-74.0060152,40.7127281,30.007087036331818
Reginald Barlow,https://www.themoviedb.org/person/2933,Cambridge Massachusetts USA,-71.1056157,42.3750997,14.69142853326425
Jeffrey Wright,https://www.themoviedb.org/person/2954,Washington D.C. USA,-77.0365427,38.8950368,1523.4311254669224
Chris Cooper,https://www.themoviedb.org/person/2955,Kansas City Missouri USA,-94.5781416,39.100105,1135.2377567151416
Amanda Peet,https://www.themoviedb.org/person/2956,New York City New York USA,-74.0060152,40.7127281,426.69222892523374
Diana Scarwid,https://www.themoviedb.org/person/2958,Savannah Georgia USA,-81.0911768,32.0809263,113.99543084229919
Robert Foxworth,https://www.themoviedb.org/person/2962,Houston Texas USA,-95.3676974,29.7589382,161.84279008364112
Nicolas Cage,https://www.themoviedb.org/person/2963,Long Beach California USA,-118.191604,33.7690164,8481.742229489624
Nicholas Art,https://www.themoviedb.org/person/2965,Connecticut USA,-72.7342163,41.6500201,28.810226751487143
Steven Hinkle,https://www.themoviedb.org/person/2966,New Jersey USA,-74.4041622,40.0757384,11.445133789847807
Daisy Tormé,https://www.themoviedb.org/person/2967,Los Angeles California USA,-118.242766,34.0536909,29.082698099193628
Chris Penn,https://www.themoviedb.org/person/2969,Los Angeles California USA,-118.242766,34.0536909,1743.562251398318
Roger Yuan,https://www.themoviedb.org/person/2974,Carbondale Illinois USA,-89.216655,37.7274692,834.6532624142177
Laurence Fishburne,https://www.themoviedb.org/person/2975,Augusta Georgia USA,-81.9748429,33.4709714,2328.1049734661074
Jamey Sheridan,https://www.themoviedb.org/person/2977,Pasadena California U.S.,-115.976876,33.291451,121.79068611574027
Ken Wahl,https://www.themoviedb.org/person/3002,Chicago Illinois USA,-87.6244212,41.8755616,1.990755582882088
John Friedrich,https://www.themoviedb.org/person/3004,LA California USA,-118.242766,34.0536909,1.5622267427247678
Toni Kalem,https://www.themoviedb.org/person/3006,Springfield New Jersey USA,-74.33284776236536,40.698551,12.616283273644047
Alan Rosenberg,https://www.themoviedb.org/person/3008,Passaic New Jersey USA,-74.1284764,40.8567663,2.5380580186043042
Tony Ganios,https://www.themoviedb.org/person/3010,Brooklyn New York USA,-73.9497211,40.6526006,34.907481078512625
Linda Manz,https://www.themoviedb.org/person/3011,New York New York U.S.A.,0.0,0.0,38.87798012283369
Val Avery,https://www.themoviedb.org/person/3014,Philadelphia Pennsylvania USA,-75.1635262,39.9527237,46.07752925446797
Samm-Art Williams,https://www.themoviedb.org/person/3017,Burgaw North Carolina USA,-77.926098,34.5521113,128.27334717096903
Olympia Dukakis,https://www.themoviedb.org/person/3019,Lowell Massachusetts USA,-71.3161718,42.6334247,108.10661741913994
Wil Wheaton,https://www.themoviedb.org/person/3033,Burbank California USA,-118.3258554,34.1816482,170.0393950547135
Corey Feldman,https://www.themoviedb.org/person/3034,Chatsworth California USA,-118.6023247,34.2595715,371.95508272285565
Jerry O'Connell,https://www.themoviedb.org/person/3035,New York City New York USA,-74.0060152,40.7127281,391.68691180264545
John Cusack,https://www.themoviedb.org/person/3036,Evanston Illinois USA,-87.6930459,42.0447388,2824.1294082550407
Richard Dreyfuss,https://www.themoviedb.org/person/3037,Brooklyn New York USA,-73.9497211,40.6526006,1513.873738142153
Gary Riley,https://www.themoviedb.org/person/3038,St. Louis Missouri USA,-90.1995853,38.6264256,143.2774535680474
Bradley Gregg,https://www.themoviedb.org/person/3039,Hollywood Los Angeles California USA,-118.329523,34.0980031,116.81507563838149
Marshall Bell,https://www.themoviedb.org/person/3041,Tulsa Oklahoma USA,-95.9224992,36.13334,387.87118459579335
Bruce Kirby,https://www.themoviedb.org/person/3042,New York City New York USA,-74.0060152,40.7127281,52.51248097159099
Marlon Brando,https://www.themoviedb.org/person/3084,Omaha Nebraska USA,-95.9383758,41.2587459,1066.1672361538815
James Caan,https://www.themoviedb.org/person/3085,The Bronx New York USA,-73.8665241,40.8506558,1590.1623660975438
Robert Duvall,https://www.themoviedb.org/person/3087,San Diego California USA,-117.1627728,32.7174202,1966.7506695609927
Sterling Hayden,https://www.themoviedb.org/person/3088,Upper Montclair New Jersey USA,-74.2012565,40.8462107,160.62696660837543
Richard Conte,https://www.themoviedb.org/person/3090,Jersey City New Jersey USA,-74.047455,40.7215682,118.21449442762756
Al Lettieri,https://www.themoviedb.org/person/3091,New York City New York USA,-74.0060152,40.7127281,115.44588978081086
Diane Keaton,https://www.themoviedb.org/person/3092,Los Angeles California USA,-118.242766,34.0536909,1279.053527958518
Abe Vigoda,https://www.themoviedb.org/person/3093,New York City New York USA,-74.0060152,40.7127281,210.7376293685824
Talia Shire,https://www.themoviedb.org/person/3094,Lake Success New York USA,-73.7176312,40.7706572,320.4970184540989
Gianni Russo,https://www.themoviedb.org/person/3095,New York City New York USA,-74.0060152,40.7127281,214.48889733628883
John Cazale,https://www.themoviedb.org/person/3096,Boston Massachusetts USA,-71.060511,42.3554334,217.50473681329305
Madonna,https://www.themoviedb.org/person/3125,Bay City Michigan USA,-83.8888648,43.5944677,89.59634768807919
Lili Taylor,https://www.themoviedb.org/person/3127,Glencoe Illinois USA,-87.7581188,42.1350268,491.9600888124244
Alicia Witt,https://www.themoviedb.org/person/3128,Worcester Massachusetts USA,-71.8018877,42.2625621,91.08470185650404
Jennifer Beals,https://www.themoviedb.org/person/3130,Chicago - Illinois - USA,-87.6244212,41.8755616,189.550542267423
Lana McKissack,https://www.themoviedb.org/person/3132,Los Angeles California USA,-118.242766,34.0536909,60.416499752212026
Patricia Vonne,https://www.themoviedb.org/person/3133,San Antonio - Texas - USA,-98.4951405,29.4246002,77.94316631020014
Danny Verduzco,https://www.themoviedb.org/person/3135,Monterey Park California USA,-118.129807,34.051522,5.929878153423718
Kathy Griffin,https://www.themoviedb.org/person/3138,Chicago Illinois USA,-87.6244212,41.8755616,792.9578933011119
Marc Lawrence,https://www.themoviedb.org/person/3140,New York City New York USA,-74.0060152,40.7127281,173.68490663069372
Marisa Tomei,https://www.themoviedb.org/person/3141,Brooklyn New York USA,-73.9497211,40.6526006,1123.2767848176798
John Marley,https://www.themoviedb.org/person/3142,New York City New York USA,-74.0060152,40.7127281,120.42546166228017
Al Martino,https://www.themoviedb.org/person/3144,Philadelphia Pennsylvania U.S.A.,-75.18376416294248,39.9439109,138.82336507635347
Marilyn Monroe,https://www.themoviedb.org/person/3149,Los Angeles California USA,-118.242766,34.0536909,472.63683409094335
Tony Curtis,https://www.themoviedb.org/person/3150,Bronx New York USA,-73.8785937,40.8466508,737.4779684818886
Jack Lemmon,https://www.themoviedb.org/person/3151,Newton Massachusetts USA,-71.2092214,42.3370414,818.3579978333948
George Raft,https://www.themoviedb.org/person/3152,Los Angeles California USA,-118.242766,34.0536909,85.27954288382178
Pat O’Brien,https://www.themoviedb.org/person/3155,Milwaukee Wisconsin USA,-87.922497,43.0349931,73.62245271472774
Joe E. Brown,https://www.themoviedb.org/person/3156,Holgate Ohio USA,-84.13023148019802,41.248594499999996,87.83606391909659
Joan Shawlee,https://www.themoviedb.org/person/3161,Forest Hills New York USA,-73.8448553,40.7195942,93.08151134105273
Billy Gray,https://www.themoviedb.org/person/3162,Los Angeles California USA ,-118.242766,34.0536909,58.99890890402709
G. D. Spradlin,https://www.themoviedb.org/person/3173,Pauls Valley Oklahoma USA,-97.2196235,34.7406679,148.4497523905378
Richard Bright,https://www.themoviedb.org/person/3174,Brooklyn New York USA,-73.9497211,40.6526006,258.23495576285666
Juliette Lewis,https://www.themoviedb.org/person/3196,Los Angeles California USA,-118.242766,34.0536909,650.9541809573194
Tom Sizemore,https://www.themoviedb.org/person/3197,Detroit Michigan USA,-83.0466403,42.3315509,569.9629629155122
Rodney Dangerfield,https://www.themoviedb.org/person/3198,Babylon New York U.S.,0.0,0.0,72.95575014895613
Pruitt Taylor Vince,https://www.themoviedb.org/person/3201,Baton Rouge Louisiana USA,-91.18738,30.4459596,298.3249049198899
Edie McClurg,https://www.themoviedb.org/person/3202,Kansas City Missouri USA ,-94.5781416,39.100105,412.1255685714519
Russell Means,https://www.themoviedb.org/person/3203,Pine Ridge South Dakota USA,-102.552263,43.028378,120.79487260256188
Lanny Flaherty,https://www.themoviedb.org/person/3204,Pontotoc Mississippi USA,-88.998673,34.2478831,127.49913119234678
Kirk Baltz,https://www.themoviedb.org/person/3206,New York City New York USA,-74.0060152,40.7127281,175.5464425433363
Terrylene,https://www.themoviedb.org/person/3207,Chicago Illinois USA,-87.6244212,41.8755616,15.392350063117748
Maria Pitillo,https://www.themoviedb.org/person/3208,Elmira New York USA,-76.8077338,42.0897965,326.43951858379154
Josh Richman,https://www.themoviedb.org/person/3209, Los Angeles California USA,-118.242766,34.0536909,98.47074361853474
Sean Stone,https://www.themoviedb.org/person/3210,New York City New York USA,-74.0060152,40.7127281,523.73176617997
Dale Dye,https://www.themoviedb.org/person/3211,Cape Girardeau Missouri USA,-89.5230357,37.3034933,669.5942130317003
Evan Handler,https://www.themoviedb.org/person/3212,New York City New York USA,-74.0060152,40.7127281,49.15583182080496
Steven Wright,https://www.themoviedb.org/person/3214,New York City New York USA,-74.0060152,40.7127281,186.55178934979335
Louis Lombardi,https://www.themoviedb.org/person/3218,The Bronx New York City New York USA,-73.8665241,40.8506558,197.34432779339298
Robert Downey Jr.,https://www.themoviedb.org/person/3223,Manhattan New York USA,-73.9598939,40.7896239,9421.264522535168
Arliss Howard,https://www.themoviedb.org/person/3229,Independence Missouri USA,-94.4137923,39.0924792,901.3395421755522
Todd Louiso,https://www.themoviedb.org/person/3230,Cincinnati Ohio USA,-84.5124602,39.1014537,138.6261071288348
Lisa Bonet,https://www.themoviedb.org/person/3232,San Francisco California USA,-122.419906,37.7790262,166.94885272401572
Joan Cusack,https://www.themoviedb.org/person/3234,New York City New York USA,-74.0060152,40.7127281,1143.9852622703352
Joelle Carter,https://www.themoviedb.org/person/3237,Thomasville - Georgia - USA,-84.3496472,33.6973298,31.437173480056817
Robert Armstrong,https://www.themoviedb.org/person/3243,Saginaw Michigan USA,-83.9490365,43.4200387,260.7847427679445
Bruce Cabot,https://www.themoviedb.org/person/3244,Carlsbad New Mexico U.S.,0.0,0.0,88.997048418176
Sam Hardy,https://www.themoviedb.org/person/3246,New Haven Connecticut USA,-72.9250518,41.3082138,5.447313489156493
Noble Johnson,https://www.themoviedb.org/person/3247,Marshall Missouri USA,-93.1815321,39.1337584,19.017068494125397
James Flavin,https://www.themoviedb.org/person/3262,Portland Maine USA,-70.2548596,43.6610277,39.809290964878954
Eli Wallach,https://www.themoviedb.org/person/3265,Brooklyn New York USA,-73.9497211,40.6526006,176.2703009085746
Joe Mantegna,https://www.themoviedb.org/person/3266,Chicago Illinois USA,-87.6244212,41.8755616,193.20060093527584
George Hamilton,https://www.themoviedb.org/person/3267,Memphis Tennessee U.S.,-90.0252945255676,35.14403905,48.33951620873744
Natasha Gregson Wagner,https://www.themoviedb.org/person/3270,Los Angeles California USA,-118.242766,34.0536909,84.93615281577496
Drake Bell,https://www.themoviedb.org/person/3272,Santa Ana California USA ,-117.8732213,33.7494951,677.925869589285
Sara Gilbert,https://www.themoviedb.org/person/3282,Santa Monica California USA,-118.4912273,34.0194704,14.263057009127543
Margaret Travolta,https://www.themoviedb.org/person/3283,Englewood New Jersey USA,-73.9726381,40.8928771,200.0010466544936
Bruce Springsteen,https://www.themoviedb.org/person/3284,Freehold New Jersey USA,-74.2737573,40.2601096,13.562764743356503
Coleen Gray,https://www.themoviedb.org/person/3336,Staplehurst Nebraska U.S.,-97.172538,40.97501,11.927094027652997
